類別,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)"
公寓,EMA00723,福林里,"24.9798864,121.3125254",1,423.0,桃園分局,,,,,
公寓,EMA01032,福林里,"24.9804762,121.3126911",1,184.0,桃園分局,,,,,
公寓,EMA01060,大林里,"24.9736194,121.3244352",1,61.0,桃園分局,,,,,
公寓,EMA01061,大樹里,"24.9789086,121.3240272",1,1328.0,桃園分局,,,,,
公寓,EMA01093,雲林里,"24.9808185,121.31903",1,985.0,桃園分局,,,,,
公寓,EMA01094,雲林里,"24.9823909,121.3167572",1,477.0,桃園分局,,,,,
公寓,EMA01128,豐林里,"24.9852567,121.3087564",1,983.0,桃園分局,,,,,
大樓,EMA01129,大林里,"24.9756977,121.323312",1、2,2242.0,桃園分局,,,,,
公寓,EMA01130,豐林里,"24.9786649,121.3030583",1,2898.0,桃園分局,,,,,
公寓,EMA01131,福林里,"24.9772643,121.3148664",1,7685.0,桃園分局,,,,,
公寓,EMA01132,福林里,"24.9765729,121.3145187",1,5884.0,桃園分局,,,,,
公寓,EMA01143,大林里,"24.9757804,121.3269866",1,5456.0,桃園分局,,,,,
公寓,EMA01165,大樹里,"24.9789086,121.3240272",1,386.0,桃園分局,,,,,
公寓,EMA01166,大林里,"24.9801442,121.3264526",1,358.0,桃園分局,,,,,
大樓,EMA01167,雲林里,"24.983925,121.31949",1、2,1249.0,桃園分局,,,,,
大樓,EMA01175,大豐里,"24.980419,121.317346",1、2,1249.0,桃園分局,,,,,
大樓,EMA01176,大林里,"24.9801442,121.3264526",1、2,113.0,桃園分局,,,,,
大樓,EMA01187,建國里,"24.986257,121.3196667",1、2,1388.0,桃園分局,,,,,
大樓,EMA01188,福安里,"24.9823214,121.3122536",1、2、3,12196.0,桃園分局,,,,,
公寓,EMA01189,大樹里,"24.985993,121.3216217",1,2377.0,桃園分局,,,,,
大樓,EMA01208,大樹里,"24.9857891,121.3206317",1、2,2630.0,桃園分局,,,,,
大樓,EMA01210,雲林里,"24.9814679,121.3167571",1、2、3,5725.0,桃園分局,,,,,
大樓,EMA01226,福安里,"24.9868904,121.3141195",1、2,2716.0,桃園分局,,,,,
大樓,EMA01231,大林里,"24.9757804,121.3269866",1、2,8002.0,桃園分局,,,,,
公寓,EMA01247,大豐里,"24.9763815,121.3136515",1,573.0,桃園分局,,,,,
公寓,EMA01251,大林里,"24.9794918,121.329021",1,15626.0,桃園分局,,,,,
大樓,EMA01262,雲林里,"24.9814029,121.315387",1、2,5976.0,桃園分局,,,,,
大樓,EMA01269,雲林里,"24.9858415,121.3161309",1、2、3,6281.0,桃園分局,,,,,
大樓,EMA01270,大林里,"24.9758457,121.326534",1、2,1544.0,桃園分局,,,,,
大樓,EMA01271,大樹里,"24.9833166,121.3225977",1、2,5126.0,桃園分局,,,,,
公寓,EMA01273,福林里,"24.9804762,121.3126911",1,184.0,桃園分局,,,,,
大樓,EMA01292,福安里,"24.9874946,121.3132633",1、2,1437.0,桃園分局,,,,,
大樓,EMA01293,雲林里,"24.9805992,121.3172995",1、2、3,13605.0,桃園分局,,,,,
大樓,EMA01307,大豐里,"24.9813883,121.3144746",1、2、3,1841.0,桃園分局,,,,,
公寓,EMA01308,雲林里,"24.9836623,121.3167565",1,325.0,桃園分局,,,,,
大樓,EMA01311,大林里,"24.9756977,121.323312",1、2,2521.0,桃園分局,,,,,
大樓,EMA01312,大林里,"24.9756977,121.323312",1、2,1852.0,桃園分局,,,,,
大樓,EMA01316,建國里,"24.9876524,121.3205763",1、2、3,7713.0,桃園分局,,,,,
公寓,EMA01319,建國里,"24.9878239,121.316632",1,1113.0,桃園分局,,,,,
大樓,EMA01327,豐林里,"24.9842007,121.3068382",1、2,6009.0,桃園分局,,,,,
公寓,EMA01357,大林里,"24.9741049,121.3215848",1,4025.0,桃園分局,,,,,
大樓,EMA01358,建國里,"24.9869409,121.3165792",1、2,2886.0,桃園分局,,,,,
大樓,EMA01359,福林里,"24.97974,121.307749",1、2,2752.0,桃園分局,,,,,
大樓,EMA01381,建國里,"24.9882542,121.3157058",1、2,1462.0,桃園分局,,,,,
公寓,EMA01408,大豐里,"24.9797363,121.3144514",1,68.0,桃園分局,,,,,
大樓,EMA01409,大林里,"24.9746797,121.3209663",1、2,10657.0,桃園分局,,,,,
大樓,EMA01410,大林里,"24.9773885,121.3216335",1、2、3,3984.0,桃園分局,,,,,
大樓,T099306,大林里,"24.976298,121.322905",1、2,3870.0,桃園分局,,,,,
公寓,T099308,豐林里,"24.9830216,121.3070669",1,2487.0,桃園分局,,,,,
公寓,EMA00282,龍鳳里,"24.9885302,121.2807791",1,20.0,桃園分局,,,,,
公寓,EMA00283,龍鳳里,"24.9885302,121.2807791",1,20.0,桃園分局,,,,,
公寓,EMA00284,龍鳳里,"24.9886451,121.2807308",1,104.0,桃園分局,,,,,
大樓,EMA00285,龍鳳里,"24.9915378,121.2795594",1、2,53.0,桃園分局,,,,,
大樓,EMA00286,龍安里,"24.992245,121.276626",1、2,37.0,桃園分局,,,,,
公寓,EMA00287,龍鳳里,"24.988373,121.2809517",1,100.0,桃園分局,,,,,
公寓,EMA00288,龍鳳里,"24.9870331,121.2819528",1,41.0,桃園分局,,,,,
公寓,EMA00289,龍祥里,"24.9842737,121.2776266",1,20.0,桃園分局,,,,,
公寓,EMA00290,龍壽里,"24.9780307,121.2698866",1,70.0,桃園分局,,,,,
公寓,EMA00291,龍壽里,"24.980221,121.2679059",1,2254.0,桃園分局,,,,,
公寓,EMA00292,龍壽里,"24.9798396,121.2678475",1,62.0,桃園分局,,,,,
公寓,EMA00293,龍壽里,"24.978695,121.269684",1,40.0,桃園分局,,,,,
公寓,EMA00294,龍壽里,"24.9780812,121.2698525",1,592.0,桃園分局,,,,,
公寓,EMA00295,龍壽里,"24.9809546,121.2715808",1,88.0,桃園分局,,,,,
公寓,EMA00296,龍壽里,"24.9796606,121.269101",1,38.0,桃園分局,(解除列管)無避難使用項目,,,,
公寓,EMA00297,龍壽里,"24.9801977,121.2689291",1,18.0,桃園分局,,,,,
公寓,EMA00298,龍壽里,"24.9801977,121.2689291",1,22.0,桃園分局,,,,,
公寓,EMA00299,龍祥里,"24.9809546,121.2715808",1,854.0,桃園分局,,,,,
公寓,EMA00300,龍祥里,"24.9850649,121.2744446",1,484.0,桃園分局,,,,,
公寓,EMA00301,龍祥里,"24.9795313,121.2729153",1,10.0,桃園分局,,,,,
公寓,EMA00302,龍祥里,"24.9853873,121.2743171",1,28.0,桃園分局,,,,,
公寓,EMA00305,龍祥里,"24.985267,121.2741955",1,57.0,桃園分局,,,,,
公寓,EMA00323,龍山里,"24.9794367,121.2667818",1,1108.0,桃園分局,,,,,
公寓,EMA00324,龍山里,"24.9781864,121.2685878",1,973.0,桃園分局,,,,,
公寓,EMA00325,龍山里,"24.979286,121.2681564",1,125.0,桃園分局,,,,,
大樓,T97104,龍鳳里,"24.9887773,121.2801277",1、2,2738.0,桃園分局,,,,,
公寓,EMA00327,龍山里,"24.9821259,121.2669819",1,34.0,桃園分局,,,,,
公寓,EMA00328,龍山里,"24.9821615,121.2664998",1,86.0,桃園分局,,,,,
公寓,EMA00329,龍山里,"24.982146,121.266096",1,245.0,桃園分局,,,,,
公寓,EMA00330,龍山里,"24.982189,121.266129",1,212.0,桃園分局,,,,,
公寓,EMA00331,龍山里,"24.9809482,121.2674426",1,86.0,桃園分局,,,,,
公寓,EMA00332,龍山里,"24.9826299,121.2675924",1,86.0,桃園分局,,,,,
公寓,EMA00333,龍山里,"24.982651,121.267638",1,24.0,桃園分局,,,,,
公寓,EMA00334,龍山里,"24.9822438,121.2670926",1,38.0,桃園分局,,,,,
大樓,EMA00387,中信里,"24.9886979,121.2856335",1、2,1370.0,桃園分局,,,,,
公寓,EMA00388,中信里,"24.9924192,121.2882129",1,45.0,桃園分局,,,,,
公寓,EMA00389,中信里,"24.9924651,121.2880049",1,66.0,桃園分局,,,,,
公寓,EMA00390,中信里,"24.9921539,121.2882042",1,38.0,桃園分局,,,,,
公寓,EMA00391,中信里,"24.987879,121.2838186",1,228.0,桃園分局,,,,,
公寓,EMA00392,中信里,"24.9913762,121.288168",1,28.0,桃園分局,,,,,
公寓,EMA00393,中信里,"24.9905085,121.2862008",1,32.0,桃園分局,,,,,
公寓,EMA00395,中信里,"24.992263,121.288007",1,24.0,桃園分局,,,,,
公寓,EMA00386,中信里,"24.9926946,121.2856048",1,1089.0,桃園分局,,,,,
公寓,EMA00404,中信里,"24.993775,121.287156",1,2449.0,桃園分局,,,,,
公寓,EMA00405,中信里,"24.9928398,121.2849072",1,66.0,桃園分局,,,,,
公寓,EMA00406,中信里,"24.9938294,121.287349",1,206.0,桃園分局,,,,,
公寓,EMA00407,中信里,"24.9941944,121.2855696",1,88.0,桃園分局,,,,,
公寓,EMA00439,龍壽里,"24.9821786,121.2699715",1,854.0,桃園分局,,,,,
公寓,EMA00448,龍岡里,"24.9887705,121.2838455",1,28.0,桃園分局,,,,,
公寓,EMA00449,龍鳳里,"24.9875219,121.2818553",1,24.0,桃園分局,,,,,
公寓,EMA00450,龍鳳里,"24.9877087,121.2810441",1,28.0,桃園分局,,,,,
公寓,EMA00451,龍鳳里,"24.9870677,121.2800843",1,13.0,桃園分局,,,,,
公寓,EMA00452,龍鳳里,"24.9870939,121.2821753",1,346.0,桃園分局,,,,,
公寓,EMA01037,中聖里,"24.988595,121.287581",1,393.0,桃園分局,,,,,
公寓,EMA01038,中聖里,"24.988573,121.2877569",1,153.0,桃園分局,,,,,
大樓,EMA01039,中信里,"24.9905085,121.2862008",1、2、3、4,53.0,桃園分局,,,,,
大樓,EMA01041,中信里,"24.9914438,121.2864054",1、2,3321.0,桃園分局,,,,,
大樓,EMA01045,中聖里,"24.9871989,121.287471",1、2、3、4,9348.0,桃園分局,,,,,
大樓,EMA01047,龍壽里,"24.9837226,121.2718532",1、2,777.0,桃園分局,,,,,
公寓,EMA01048,龍鳳里,"24.9878393,121.2787083",1,1104.0,桃園分局,,,,,
公寓,EMA01055,中信里,"24.992917,121.287297",1,564.0,桃園分局,,,,,
公寓,EMA01072,中泰里,"24.9862333,121.2887578",1,2817.0,桃園分局,,,,,
大樓,EMA01073,龍祥里,"24.9823113,121.2718572",1、2,453.0,桃園分局,,,,,
大樓,EMA01087,龍壽里,"24.9831163,121.271568",1、2,1104.0,桃園分局,,,,,
公寓,EMA01088,龍壽里,"24.9803574,121.2699031",1,1562.0,桃園分局,,,,,
公寓,EMA01089,龍壽里,"24.9828615,121.2717116",1,2034.0,桃園分局,,,,,
公寓,EMA01121,龍鳳里,"24.987002,121.2793322",1,1892.0,桃園分局,,,,,
公寓,EMA01125,龍鳳里,"24.9881135,121.2782341",1,1708.0,桃園分局,,,,,
大樓,EMA01126,龍鳳里,"24.9876181,121.2789853",1、2,2845.0,桃園分局,,,,,
大樓,EMA01127,龍安里,"24.9929289,121.2752414",1、2、3,3632.0,桃園分局,,,,,
公寓,EMA01140,龍鳳里,"24.9879376,121.2795753",1,2730.0,桃園分局,,,,,
大樓,EMA01141,龍壽里,"24.9839378,121.2718771",1、2,1512.0,桃園分局,,,,,
大樓,EMA01142,龍鳳里,"24.9870383,121.2790588",1、2,6918.0,桃園分局,,,,,
大樓,EMA01152,龍祥里,"24.9809612,121.2715921",1、2,1512.0,桃園分局,,,,,
大樓,EMA01154,中泰里,"24.985417,121.288379",1、2,1890.0,桃園分局,,,,,
大樓,EMA01155,中泰里,"24.987285,121.2871839",1、2,8004.0,桃園分局,,,,,
大樓,EMA01156,龍山里,"24.9781864,121.2685878",1、2,13664.0,桃園分局,,,,,
大樓,EMA01157,龍山里,"24.983667,121.2679625",1、2,1617.0,桃園分局,,,,,
公寓,EMA01161,龍鳳里,"24.9883694,121.2788718",1,2301.0,桃園分局,,,,,
大樓,EMA01164,中聖里,"24.9885437,121.2887947",1、2,1142.0,桃園分局,,,,,
大樓,EMA01183,龍鳳里,"24.9895262,121.2808714",1、2,1384.0,桃園分局,,,,,
大樓,EMA01184,中泰里,"24.985731,121.288422",1、2,3901.0,桃園分局,,,,,
大樓,EMA01186,龍壽里,"24.980221,121.2679059",1、2,1617.0,桃園分局,,,,,
大樓,EMA01199,龍安里,"24.9915243,121.2790991",1、2,1617.0,桃園分局,,,,,
大樓,EMA01214,中信里,"24.9896366,121.2867765",1、2,8365.0,桃園分局,,,,,
大樓,EMA01225,中聖里,"24.988887,121.287148",1、2、3,3161.0,桃園分局,,,,,
大樓,EMA01227,龍壽里,"24.9803272,121.2706585",1、2,2708.0,桃園分局,,,,,
