類別,村里,地址,緯經度,地下樓層數,可容納人數,轄管分局,轄管所別,備註
丹靈實業公司,銅鑼村,苗栗縣銅鑼鄉民有路7號,"24.478286279325697, 120.79344853570493",1.0,"57 ",苗栗分局,銅鑼所,
台罐紡織公司,銅鑼村,苗栗縣銅鑼鄉民生路12號,"24.48013859919806, 120.79437052674898",1.0,"45 ",苗栗分局,銅鑼所,
鐘通工業公司,銅鑼村,苗栗縣銅鑼鄉民生路7號,"24.479665522661367, 120.79362913391759",1.0,"69 ",苗栗分局,銅鑼所,
大獅工業公司,銅鑼村,苗栗縣銅鑼鄉民生路3號,"24.479752712397715, 120.79352969201041",1.0,"92 ",苗栗分局,銅鑼所,
萬年印刷電路,銅鑼村,苗栗縣銅鑼鄉自強路22號,"24.47997595767815, 120.79259942818175",1.0,"92 ",苗栗分局,銅鑼所,
達力陶瓷工業,銅鑼村,苗栗縣銅鑼鄉民族路3號,"24.481628392201834, 120.79243669934638",1.0,"74 ",苗栗分局,銅鑼所,
公寓,銅鑼村,苗栗縣銅鑼鄉新興路4號,"24.486436798056047, 120.78809064209167",1.0,"42 ",苗栗分局,銅鑼所,
見龍化學公司,銅鑼村,苗栗縣銅鑼鄉新興路68之2號,"24.48483721034693, 120.79418431710924",1.0,"40 ",苗栗分局,銅鑼所,
" 棋文機械公司",銅鑼村,苗栗縣銅鑼鄉民權路1號,"24.480505449317768, 120.79256499765144",1.0,"160 ",苗栗分局,銅鑼所,
坤璜企業公司,銅鑼村,苗栗縣銅鑼鄉民權路9號,"24.482145723226328, 120.79422882009526",1.0,"224 ",苗栗分局,銅鑼所,
協新實業公司,銅鑼村,苗栗縣銅鑼鄉民權路7號,"24.481545500339934, 120.79393485980434",1.0,"40 ",苗栗分局,銅鑼所,
勝輝公司,中平村,苗栗縣銅鑼鄉中平98號,,1.0,"34 ",苗栗分局,銅鑼所,查無資料
台記食品廠,銅鑼村,苗栗縣銅鑼鄉民有路23號,"24.47992624326141, 120.79603312682352",1.0,"40 ",苗栗分局,銅鑼所,
中華電信銅鑼服務處,銅鑼村,苗栗縣銅鑼鄉郵電街31號,"24.488160811991225, 120.78656410416862",1.0,"240 ",苗栗分局,銅鑼所,
銅鑼市場,銅鑼村,苗栗縣銅鑼鄉永樂路36號,"24.48857191184349, 120.78851471230124",1.0,"280 ",苗栗分局,銅鑼所,
偉盛鋼製品,中平村,苗栗縣銅鑼鄉中興路87號,"24.488381910554715, 120.80238962633882",1.0,"193 ",苗栗分局,銅鑼所,
科隆工業公司,中平村,苗栗縣銅鑼鄉中隆二路2號,"24.496129681433818, 120.79866609122597",1.0,"716 ",苗栗分局,銅鑼所,
太平洋醫療器材,銅鑼村,苗栗縣銅鑼鄉自強路19號,"24.475292362737456, 120.7928042707034",1.0,"68 ",苗栗分局,銅鑼所,
山隆通運公司,中平村,苗栗縣銅鑼鄉中隆一路1號,"24.494799293607787, 120.80073842444587",1.0,"88 ",苗栗分局,銅鑼所,
萬九平塑膠公司,銅鑼村,苗栗縣銅鑼鄉民享路34號,"24.47634905415703, 120.79464788415758",1.0,"152 ",苗栗分局,銅鑼所,
格蘭富公司,銅鑼村,苗栗縣銅鑼鄉民有路14號,"24.478033796511312, 120.79345542790665",1.0,"200 ",苗栗分局,銅鑼所,
錸德科技公司,中平村,苗栗縣銅鑼鄉中興路26號,"24.49385316702881, 120.8012673537352",1.0,"60569 ",苗栗分局,銅鑼所,
巨擘先進公司,中平村,苗栗縣銅鑼鄉瑞興北街6號,"24.500570579587457, 120.79799032674919",1.0,"556 ",苗栗分局,銅鑼所,
錸德科技公司,中平村,苗栗縣銅鑼鄉中興路26號,"24.49385316702881, 120.8012673537352",1.0,"236 ",苗栗分局,銅鑼所,
公寓,中平村,苗栗縣銅鑼鄉中興路91號,"24.487227419936353, 120.80282865038949",1.0,"408 ",苗栗分局,銅鑼所,
大樓,雙湖村,苗栗縣三義鄉雙湖5之6號,"24.419006156058135, 120.77336057448802",1.0,"2872 ",苗栗分局,三義所,
渣打銀行,廣盛村,苗栗縣三義鄉中正路83號,"24.414606077221123, 120.77263007686199",1.0,"332 ",苗栗分局,三義所,
三義農會,廣盛村,苗栗縣三義鄉中正路80號,"24.414592644233064, 120.7724101357406",1.0,"681 ",苗栗分局,三義所,
電信機房,廣盛村,苗栗縣三義鄉八股路23之4號,"24.40310287341452, 120.76251264287117",1.0,"686 ",苗栗分局,三義所,
圖書館幼稚園,廣盛村,苗栗縣三義鄉新生路9之21號,"24.41464384062186, 120.77351960477017",1.0,"440 ",苗栗分局,三義所,
台電三義服務處,廣盛村,苗栗縣三義鄉中正路68號,"24.41491087548352, 120.77252655565205",1.0,"158 ",苗栗分局,三義所,
三義郵局,廣盛村,苗栗縣三義鄉中正路101號,"24.414319953209173, 120.77249275434231",1.0,"113 ",苗栗分局,三義所,
三義鄉公所,廣盛村,苗栗縣三義鄉中正路147號,"24.412961185870813, 120.77023511850814",1.0,"1240 ",苗栗分局,三義所,
台電保線所,雙湖村,苗栗縣三義鄉雙湖86號,"24.420548798845047, 120.77353683972325",1.0,"188 ",苗栗分局,三義所,
三義零售市場,廣盛村,苗栗縣三義鄉新生路30號,"24.41293609193233, 120.77182636535278",1.0,"200 ",苗栗分局,三義所,
三義分駐所,廣盛村,苗栗縣三義鄉廣盛村90號,"24.41278547758445,120.76995106117644",1.0,"122 ",苗栗分局,三義所,
公寓,勝興村,苗栗縣三義鄉水美317號,"24.40223529942011, 120.7637623898408",1.0,"125 ",苗栗分局,三義所,
公寓,廣盛村,苗栗縣三義鄉中正路112號,"24.413855789099497, 120.77197535895803",1.0,"188 ",苗栗分局,三義所,
公寓,廣盛村,苗栗縣三義鄉八股路21號,"24.406536946726057, 120.76594895794277",1.0,"188 ",苗栗分局,三義所,
裕盛玻璃公司,西湖村,苗栗縣三義鄉伯公坑40-05號,"24.377024905730295, 120.74423786009815",1.0,"666 ",苗栗分局,龍騰所,
共榮工業公司,西湖村,苗栗縣三義鄉伯公坑40-12號,"24.374796789847185, 120.74286456907646",1.0,"584 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑39之1號,"24.383086422105748, 120.74822945558347",1.0,"238 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑39之2號,"24.38299847512423, 120.74893755873656",1.0,"270 ",苗栗分局,龍騰所,
螺絲工業股份有限公司,西湖村,苗栗縣三義鄉伯公坑40-09號,"24.374826107416272, 120.74290748441905",1.0,"352 ",苗栗分局,龍騰所,
友永工業公司,西湖村,苗栗縣三義鄉伯公坑40-11號,"24.375116839606857, 120.7438194355935",1.0,"289 ",苗栗分局,龍騰所,
中華台亞,西湖村,苗栗縣三義鄉伯公坑40-47號,"24.374816334894007, 120.7430362304469",1.0,"81 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑40-04號,"24.376074060509143, 120.74468458441905",1.0,"266 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑39號,"24.38309619398881, 120.74829382859738",1.0,"106 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑40號,"24.374806562370978, 120.74335809551646",1.0,"733 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑39號-1,"24.383086422105748, 120.74822945558347",1.0,"112 ",苗栗分局,龍騰所,住址錯誤
長安興業有限公司,西湖村,苗栗縣三義鄉伯公坑40-07號,"24.376118516856536, 120.74469383565774",1.0,"118 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑39之1號,"24.383086422105748, 120.74822945558347",1.0,"40 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑39之1號,"24.383086422105748, 120.74822945558347",1.0,"1086 ",苗栗分局,龍騰所,
裕隆汽車,西湖村,苗栗縣三義鄉伯公坑40號,"24.374806562370978, 120.74335809551646",1.0,"486 ",苗栗分局,龍騰所,
嘉成機器公司,西湖村,苗栗縣三義鄉伯公坑40-09號,"24.374708848881788, 120.74287529942518",1.0,"186 ",苗栗分局,龍騰所,
友聯汽車材料公司,西湖村,苗栗縣三義鄉伯公坑40-10號,"24.37463309995978, 120.74290212014515",1.0,"524 ",苗栗分局,龍騰所,
長安興業有限公司,西湖村,苗栗縣三義鄉伯公坑40-07號,"24.376118516856536, 120.74469383565774",1.0,"84 ",苗栗分局,龍騰所,
立安東公司,鯉魚潭村,苗栗縣三義鄉鯉魚口99號,"24.352430792293358, 120.74104554024058",1.0,"460 ",苗栗分局,鯉魚所,
鯉魚潭農會辦事處,鯉魚潭村,苗栗縣三義鄉鯉魚潭村鯉魚口57-1號,"24.350608997733257,120.74216905979983",1.0,"233 ",苗栗分局,鯉魚所,
1108處,,,,,398225人,,,
