類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)"
一般建築,XG1698,鳳興里,高雄市小港區鳳興里3鄰鳳西街7之2號,"22.52334,120.346901",1.0,21.0,小港分局,,
一般建築,XG1628,鳳興里,高雄市小港區鳳興里3鄰鳳西街7之4號,"22.523377,120.346827",1.0,21.0,小港分局,,
一般建築,XG1379,龍鳳里,高雄市小港區龍鳳里15鄰鳳鳴路241號,"22.517091,120.355631",1.0,21.0,小港分局,,
一般建築,XG1483,三苓里,高雄市小港區三苓里義興街120號,"22.567041,120.351097",1.0,22.0,小港分局,,
一般建築,XG2527,正苓里,高雄市小港區正苓里崇文路89號,"22.568895,120.351729",1.0,22.0,小港分局,,
一般建築,XG2026,宏亮里,高雄市小港區宏亮里山明路564號,"22.569604,120.362174",1.0,22.0,小港分局,,
一般建築,XG2035,宏亮里,高雄市小港區宏亮里山明路574號,"22.569794,120.362088",1.0,22.0,小港分局,,
一般建築,XG1823,店鎮里,高雄市小港區店鎮里沿海一路439號,"22.561979,120.356669",1.0,22.0,小港分局,,
一般建築,XG1666,店鎮里,高雄市小港區店鎮里紹興街38巷10號,"22.562415,120.357218",1.0,22.0,小港分局,,
一般建築,XG1668,店鎮里,高雄市小港區店鎮里紹興街38巷6號,"22.56237,120.357151",1.0,22.0,小港分局,,
一般建築,XG1667,店鎮里,高雄市小港區店鎮里紹興街38巷8號,"22.562397,120.357185",1.0,22.0,小港分局,,
一般建築,XG2112,桂林里,高雄市小港區桂林里15鄰桂陽路11號,"22.581457,120.358358",1.0,22.0,小港分局,,
一般建築,XG2113,桂林里,高雄市小港區桂林里15鄰桂陽路13號,"22.581465,120.358316",1.0,22.0,小港分局,,
一般建築,XG2107,桂林里,高雄市小港區桂林里15鄰桂陽路1號,"22.581403,120.358568",1.0,22.0,小港分局,,
一般建築,XG2108,桂林里,高雄市小港區桂林里15鄰桂陽路3號,"22.581412,120.358521",1.0,22.0,小港分局,,
一般建築,XG2109,桂林里,高雄市小港區桂林里15鄰桂陽路5號,"22.58143,120.35848",1.0,22.0,小港分局,,
一般建築,XG2110,桂林里,高雄市小港區桂林里15鄰桂陽路7號,"22.581439,120.35844",1.0,22.0,小港分局,,
一般建築,XG2111,桂林里,高雄市小港區桂林里15鄰桂陽路9號,"22.581448,120.358396",1.0,22.0,小港分局,,
一般建築,XG2477,桂林里,高雄市小港區桂林里18鄰桂誠街133號,"22.583696,120.355906",1.0,22.0,小港分局,,
一般建築,XG2476,桂林里,高雄市小港區桂林里18鄰桂誠街135號,"22.583696,120.355873",1.0,22.0,小港分局,,
一般建築,XG2475,桂林里,高雄市小港區桂林里18鄰桂誠街137號,"22.583696,120.355832",1.0,22.0,小港分局,,
一般建築,XG2474,桂林里,高雄市小港區桂林里18鄰桂誠街139號,"22.583694,120.355793",1.0,22.0,小港分局,,
一般建築,XG2473,桂林里,高雄市小港區桂林里18鄰桂誠街143號,"22.583704,120.355704",1.0,22.0,小港分局,,
一般建築,XG2472,桂林里,高雄市小港區桂林里18鄰桂誠街145號,"22.583704,120.355663",1.0,22.0,小港分局,,
一般建築,XG2471,桂林里,高雄市小港區桂林里18鄰桂誠街147號,"22.583704,120.355622",1.0,22.0,小港分局,,
一般建築,XG2470,桂林里,高雄市小港區桂林里18鄰桂誠街149號,"22.583704,120.35558",1.0,22.0,小港分局,,
一般建築,XG1850,泰山里,高雄市小港區泰山里宏平路74號,"22.571978,120.364047",1.0,22.0,小港分局,,
一般建築,XG1851,泰山里,高雄市小港區泰山里宏平路76號,"22.571943,120.364014",1.0,22.0,小港分局,,
一般建築,XG1405,高松里,高雄市小港區松金里3鄰松興路134號,"22.574961,120.371664",1.0,22.0,小港分局,,
一般建築,XG0789,港后里,高雄市小港區港后里漢威街44號,"22.567955,120.333974",1.0,22.0,小港分局,,
一般建築,XG0790,港后里,高雄市小港區港后里漢威街46號,"22.567974,120.333965",1.0,22.0,小港分局,,
一般建築,XG2562,港后里,高雄市小港區港后里豐登街62號,"22.570304,120.334031",1.0,22.0,小港分局,,
一般建築,XG2561,港后里,高雄市小港區港后里豐登街64號,"22.570331,120.334017",1.0,22.0,小港分局,,
一般建築,XG2560,港后里,高雄市小港區港后里豐登街66號,"22.570367,120.334007",1.0,22.0,小港分局,,
一般建築,XG1973,港南里,高雄市小港區港南里福利路41號,"22.565539,120.334999",1.0,22.0,小港分局,,
一般建築,XG1198,順苓里,高雄市小港區順苓里永順街48號,"22.569154,120.356789",1.0,22.0,小港分局,,
一般建築,XG1197,順苓里,高雄市小港區順苓里永順街50號,"22.569153,120.356752",1.0,22.0,小港分局,,
一般建築,XG1418,鳳林里,高雄市小港區鳳林里13鄰鳳林路166巷13號,"22.527016,120.342197",1.0,22.0,小港分局,,
一般建築,XG1212,鳳興里,高雄市小港區鳳興里11鄰鳳盛街15巷6號,"22.523713,120.347635",1.0,22.0,小港分局,,
一般建築,XG1699,鳳興里,高雄市小港區鳳興里3鄰鳳西街7之1號,"22.523313,120.346932",1.0,22.0,小港分局,,
一般建築,XG1380,龍鳳里,高雄市小港區龍鳳里15鄰鳳鳴路239號,"22.517046,120.355687",1.0,22.0,小港分局,,
一般建築,XG1908,三苓里,高雄市小港區三苓里忠德街8號,"22.566123,120.347502",1.0,23.0,小港分局,,
一般建築,XG0831,大苓里,高雄市小港區大苓里中山四路5號,"22.569123,120.347779",1.0,23.0,小港分局,,
一般建築,XG0832,大苓里,高雄市小港區大苓里中山四路7號,"22.569123,120.347738",1.0,23.0,小港分局,,
一般建築,XG1265,大苓里,高雄市小港區大苓里民益路133巷42弄2號,"22.569112,120.34711",1.0,23.0,小港分局,,
一般建築,XG2345,大苓里,高雄市小港區大苓里民益路64巷62號,"22.568109,120.349318",1.0,23.0,小港分局,,
一般建築,XG2344,大苓里,高雄市小港區大苓里民益路64巷64號,"22.568117,120.349352",1.0,23.0,小港分局,,
一般建築,XG1804,大苓里,高雄市小港區大苓里沿海一路66號,"22.569047,120.349538",1.0,23.0,小港分局,,
一般建築,XG1261,山東里,高雄市小港區山東里民義街43號,"22.570278,120.35007",1.0,23.0,小港分局,,
一般建築,XG1260,山東里,高雄市小港區山東里民義街45號,"22.570243,120.35007",1.0,23.0,小港分局,,
一般建築,XG0903,正苓里,高雄市小港區正苓里宏平路671號,"22.569524,120.351027",1.0,23.0,小港分局,,
一般建築,XG2524,正苓里,高雄市小港區正苓里崇文路83號,"22.568795,120.351723",1.0,23.0,小港分局,,
一般建築,XG2526,正苓里,高雄市小港區正苓里崇文路87號,"22.568867,120.351719",1.0,23.0,小港分局,,
一般建築,XG1848,正苓里,高雄市小港區正苓里漢民路318號,"22.566666,120.354361",1.0,23.0,小港分局,,
一般建築,XG1846,正苓里,高雄市小港區正苓里漢民路322號,"22.566666,120.354433",1.0,23.0,小港分局,,
一般建築,XG1845,正苓里,高雄市小港區正苓里漢民路324號,"22.566666,120.354476",1.0,23.0,小港分局,,
一般建築,XG1378,宏亮里,高雄市小港區宏亮里宏平路353號,"22.569641,120.359787",1.0,23.0,小港分局,,
一般建築,XG1377,宏亮里,高雄市小港區宏亮里宏平路355號,"22.56959,120.359782",1.0,23.0,小港分局,,
一般建築,XG1376,宏亮里,高雄市小港區宏亮里宏平路357號,"22.569641,120.359747",1.0,23.0,小港分局,,
一般建築,XG1375,宏亮里,高雄市小港區宏亮里宏平路359號,"22.569641,120.359708",1.0,23.0,小港分局,,
一般建築,XG1410,店鎮里,高雄市小港區店鎮里長興街37號,"22.563255,120.357433",1.0,23.0,小港分局,,
一般建築,XG2058,店鎮里,高雄市小港區店鎮里頂橫路2之7號,"22.561892,120.355172",1.0,23.0,小港分局,,
一般建築,XG2059,店鎮里,高雄市小港區店鎮里頂橫路2之8號,"22.561892,120.355215",1.0,23.0,小港分局,,
一般建築,XG2060,店鎮里,高雄市小港區店鎮里頂橫路2之9號,"22.561892,120.355266",1.0,23.0,小港分局,,
一般建築,XG2614,高松里,高雄市小港區高松里19鄰松崗路85巷10弄1號,"22.575607,120.374923",1.0,23.0,小港分局,,
一般建築,XG2623,高松里,高雄市小港區高松里19鄰松崗路85巷1號,"22.575308,120.374827",1.0,23.0,小港分局,,
一般建築,XG0728,高松里,高雄市小港區高松里8鄰松崗路114巷38號,"22.574846,120.37662",1.0,23.0,小港分局,,
一般建築,XG0727,高松里,高雄市小港區高松里8鄰松崗路114巷40號,"22.574801,120.376644",1.0,23.0,小港分局,,
工廠,XG1236,港口里,高雄市小港區港口里24鄰東亞路3號,"22.56485,120.330281",1.0,23.0,小港分局,,
一般建築,XG2564,港后里,高雄市小港區港后里豐登街58號,"22.570285,120.334093",1.0,23.0,小港分局,,
一般建築,XG2563,港后里,高雄市小港區港后里豐登街60號,"22.570267,120.334048",1.0,23.0,小港分局,,
一般建築,XG1214,鳳興里,高雄市小港區鳳興里11鄰鳳盛街15巷2號,"22.523768,120.347579",1.0,23.0,小港分局,,
一般建築,XG1213,鳳興里,高雄市小港區鳳興里11鄰鳳盛街15巷4號,"22.523741,120.347611",1.0,23.0,小港分局,,
一般建築,XG1113,鳳興里,高雄市小港區鳳興里2鄰鳳西街10號,"22.523557,120.34687",1.0,23.0,小港分局,,
一般建築,XG1485,大苓里,高雄市小港區大苓里民益路133巷19號,"22.568714,120.347528",1.0,24.0,小港分局,,
一般建築,XG2126,大苓里,高雄市小港區大苓里民益路133巷34號,"22.568961,120.34729",1.0,24.0,小港分局,,
一般建築,XG2125,大苓里,高雄市小港區大苓里民益路133巷36號,"22.568925,120.347285",1.0,24.0,小港分局,,
一般建築,XG1741,大苓里,高雄市小港區大苓里沿海一路160巷2號,"22.568185,120.350243",1.0,24.0,小港分局,,
一般建築,XG1740,大苓里,高雄市小港區大苓里沿海一路160巷4號,"22.568166,120.350211",1.0,24.0,小港分局,,
一般建築,XG1739,大苓里,高雄市小港區大苓里沿海一路160巷6號,"22.56813,120.350188",1.0,24.0,小港分局,,
一般建築,XG1738,大苓里,高雄市小港區大苓里沿海一路160巷8號,"22.568093,120.350151",1.0,24.0,小港分局,,
一般建築,XG1807,大苓里,高雄市小港區大苓里沿海一路58號,"22.569127,120.349413",1.0,24.0,小港分局,,
工廠,XG0848,山明里,高雄市小港區山明里1鄰中林路11號,"22.537423,120.367414",1.0,24.0,小港分局,,
一般建築,XG2148,六苓里,高雄市小港區六苓里華盛街86巷18號,"22.567888,120.360218",1.0,24.0,小港分局,,
一般建築,XG1701,六苓里,高雄市小港區六苓里新豐街59號,"22.566813,120.361714",1.0,24.0,小港分局,,
一般建築,XG1347,正苓里,高雄市小港區正苓里宏平路649號,"22.569658,120.352337",1.0,24.0,小港分局,,
一般建築,XG2025,宏亮里,高雄市小港區宏亮里山明路566號,"22.569631,120.362161",1.0,24.0,小港分局,,
一般建築,XG2000,宏亮里,高雄市小港區宏亮里安和街84號,"22.569376,120.360113",1.0,24.0,小港分局,,
一般建築,XG1421,宏亮里,高雄市小港區宏亮里宏平路287號,"22.569665,120.361206",1.0,24.0,小港分局,,
一般建築,XG1616,宏亮里,高雄市小港區宏亮里新豐街2之1號,"22.565669,120.362449",1.0,24.0,小港分局,,
一般建築,XG1617,宏亮里,高雄市小港區宏亮里新豐街2號,"22.565624,120.362448",1.0,24.0,小港分局,,
一般建築,,宏亮里,高雄市小港區宏亮里新豐街4號,"22.5659088,120.362443267344",1.0,24.0,小港分局,,
一般建築,XG1412,店鎮里,高雄市小港區店鎮里長興街41號,"22.563271,120.357543",1.0,24.0,小港分局,,
一般建築,XG1413,店鎮里,高雄市小港區店鎮里長興街43號,"22.563255,120.357586",1.0,24.0,小港分局,,
一般建築,XG1414,店鎮里,高雄市小港區店鎮里長興街45號,"22.563255,120.357626",1.0,24.0,小港分局,,
一般建築,XG1415,店鎮里,高雄市小港區店鎮里長興街47號,"22.563257,120.357669",1.0,24.0,小港分局,,
一般建築,XG1416,店鎮里,高雄市小港區店鎮里長興街49號,"22.563257,120.35771",1.0,24.0,小港分局,,
一般建築,XG2063,店鎮里,高雄市小港區店鎮里南北路54巷14號,"22.56153,120.355165",1.0,24.0,小港分局,,
一般建築,XG2062,店鎮里,高雄市小港區店鎮里南北路54巷16號,"22.56153,120.355204",1.0,24.0,小港分局,,
一般建築,XG1409,店鎮里,高雄市小港區店鎮里寶山街42號,"22.563372,120.357465",1.0,24.0,小港分局,,
一般建築,XG2373,桂林里,高雄市小港區桂林里15鄰桂陽路17號,"22.581492,120.358237",1.0,24.0,小港分局,,
一般建築,XG2374,桂林里,高雄市小港區桂林里15鄰桂陽路19號,"22.581502,120.3582",1.0,24.0,小港分局,,
一般建築,XG2375,桂林里,高雄市小港區桂林里15鄰桂陽路21號,"22.581519,120.358159",1.0,24.0,小港分局,,
一般建築,XG2376,桂林里,高雄市小港區桂林里15鄰桂陽路23號,"22.581527,120.358121",1.0,24.0,小港分局,,
一般建築,XG2377,桂林里,高雄市小港區桂林里15鄰桂陽路25號,"22.581537,120.358081",1.0,24.0,小港分局,,
一般建築,XG2378,桂林里,高雄市小港區桂林里15鄰桂陽路27號,"22.581545,120.358042",1.0,24.0,小港分局,,
一般建築,XG2379,桂林里,高雄市小港區桂林里15鄰桂陽路29號,"22.581564,120.358003",1.0,24.0,小港分局,,
一般建築,XG2380,桂林里,高雄市小港區桂林里15鄰桂陽路31號,"22.581572,120.357966",1.0,24.0,小港分局,,
一般建築,XG2381,桂林里,高雄市小港區桂林里15鄰桂陽路33號,"22.581582,120.357924",1.0,24.0,小港分局,,
一般建築,XG2382,桂林里,高雄市小港區桂林里15鄰桂陽路35號,"22.5816,120.357885",1.0,24.0,小港分局,,
一般建築,XG2383,桂林里,高雄市小港區桂林里15鄰桂陽路37號,"22.581599,120.357847",1.0,24.0,小港分局,,
一般建築,XG2384,桂林里,高雄市小港區桂林里15鄰桂陽路39號,"22.581607,120.357809",1.0,24.0,小港分局,,
一般建築,XG2385,桂林里,高雄市小港區桂林里15鄰桂陽路41號,"22.581626,120.357767",1.0,24.0,小港分局,,
一般建築,XG2386,桂林里,高雄市小港區桂林里15鄰桂陽路43號,"22.581634,120.357729",1.0,24.0,小港分局,,
一般建築,XG2387,桂林里,高雄市小港區桂林里15鄰桂陽路45號,"22.581644,120.357696",1.0,24.0,小港分局,,
一般建築,XG2493,桂林里,高雄市小港區桂林里15鄰桂陽路48號,"22.581949,120.357344",1.0,24.0,小港分局,,
一般建築,XG2492,桂林里,高雄市小港區桂林里15鄰桂陽路50號,"22.581949,120.3573",1.0,24.0,小港分局,,
一般建築,XG2491,桂林里,高雄市小港區桂林里15鄰桂陽路52號,"22.581958,120.357257",1.0,24.0,小港分局,,
一般建築,XG2490,桂林里,高雄市小港區桂林里15鄰桂陽路54號,"22.581958,120.357218",1.0,24.0,小港分局,,
一般建築,XG2489,桂林里,高雄市小港區桂林里15鄰桂陽路56號,"22.581958,120.357176",1.0,24.0,小港分局,,
一般建築,XG2488,桂林里,高雄市小港區桂林里15鄰桂陽路58號,"22.581966,120.357136",1.0,24.0,小港分局,,
一般建築,XG1065,港后里,高雄市小港區港后里豐登街49號,"22.569861,120.333967",1.0,24.0,小港分局,,
一般建築,XG2566,港后里,高雄市小港區港后里豐登街54號,"22.570218,120.334123",1.0,24.0,小港分局,,
一般建築,XG2565,港后里,高雄市小港區港后里豐登街56號,"22.570205,120.334079",1.0,24.0,小港分局,,
一般建築,XG2505,港明里,高雄市小港區港明里港壽街51號,"22.56908,120.33275",1.0,24.0,小港分局,,
一般建築,XG2506,港明里,高雄市小港區港明里港壽街53號,"22.569106,120.332735",1.0,24.0,小港分局,,
一般建築,XG2507,港明里,高雄市小港區港明里港壽街55號,"22.569143,120.332719",1.0,24.0,小港分局,,
一般建築,XG2508,港明里,高雄市小港區港明里港壽街57號,"22.569188,120.332701",1.0,24.0,小港分局,,
一般建築,XG2509,港明里,高雄市小港區港明里港壽街59號,"22.569223,120.332687",1.0,24.0,小港分局,,
一般建築,XG2510,港明里,高雄市小港區港明里港壽街61號,"22.569251,120.332672",1.0,24.0,小港分局,,
一般建築,XG2511,港明里,高雄市小港區港明里港壽街63號,"22.569286,120.332659",1.0,24.0,小港分局,,
一般建築,XG2367,港興里,高雄市小港區港興里褔隆街165號,"22.567115,120.340422",1.0,24.0,小港分局,,
一般建築,XG0938,廈莊里,高雄市小港區廈莊里1鄰廈莊六街36號,"22.584334,120.36208",1.0,24.0,小港分局,,
一般建築,XG0939,廈莊里,高雄市小港區廈莊里1鄰廈莊六街38號,"22.584333,120.362044",1.0,24.0,小港分局,,
一般建築,XG0940,廈莊里,高雄市小港區廈莊里1鄰廈莊六街40號,"22.584333,120.362005",1.0,24.0,小港分局,,
一般建築,XG0941,廈莊里,高雄市小港區廈莊里1鄰廈莊六街42號,"22.584333,120.361967",1.0,24.0,小港分局,,
一般建築,XG2371,鳳鳴里,高雄市小港區鳳鳴里11鄰丹山三路18號,"22.513328,120.359278",1.0,24.0,小港分局,,
一般建築,XG1638,鳳鳴里,高雄市小港區鳳鳴里4鄰丹山二路25之8號,"22.512506,120.359801",1.0,24.0,小港分局,,
一般建築,XG1001,鳳興里,高雄市小港區鳳興里5鄰鳳西街11之4號,"22.523707,120.346164",1.0,24.0,小港分局,,
一般建築,XG0692,三苓里,高雄市小港區三苓里永義街27巷10號,"22.566438,120.349644",1.0,25.0,小港分局,,
